User,User Category,Medicine Name,Category,Stock,Restock Frequency,Supplier Reliability,disease_score_1,disease_score_2,disease_score_3
User_44,Apotics,Lisinopril,Cardiovascular,466,18,0.9435420155052658,,,
User_44,Apotics,Amlodipine,Cardiovascular,368,9,0.830108299396114,,,
User_44,Apotics,Losartan,Cardiovascular,104,9,0.9957304748757223,,,
User_44,Apotics,Furosemide,Cardiovascular,405,27,0.880415221206569,,,
User_44,Apotics,Hydrochlorothiazide,Cardiovascular,95,20,0.8633786346132248,,,
User_44,Apotics,Spironolactone,Cardiovascular,457,28,0.8185160013570387,,,
User_44,Apotics,Warfarin,Cardiovascular,98,16,0.7187520824531232,,,
User_44,Apotics,Clopidogrel,Cardiovascular,193,14,0.9246889452581195,,,
User_44,Apotics,Dexamethasone,Immunosuppressant,397,12,0.8904232423312088,,,
User_44,Apotics,Prednisone,Immunosuppressant,385,13,0.924810830993487,,,
User_44,Apotics,Hydrocortisone,Immunosuppressant,348,20,0.7875733520493422,,,
User_44,Apotics,Methotrexate,Immunosuppressant,75,19,0.8141445656479107,,,
User_44,Apotics,Mycophenolate,Immunosuppressant,485,10,0.9145375059450663,,,
User_44,Apotics,Levothyroxine,Endocrine,51,20,0.9416806656310714,,,
User_44,Apotics,Propylthiouracil,Endocrine,98,18,0.9886306312495082,,,
User_44,Apotics,Methimazole,Endocrine,466,19,0.8854872396264364,,,
User_44,Apotics,Fluoxetine,Psychiatric,431,8,0.900019458957277,,,
User_44,Apotics,Sertraline,Psychiatric,198,22,0.7002830245802892,,,
User_44,Apotics,Diazepam,Psychiatric,115,16,0.9931851469530788,,,
User_44,Apotics,Lorazepam,Psychiatric,128,19,0.8989932128512006,,,
User_44,Apotics,Alprazolam,Psychiatric,303,22,0.8651981377709692,,,
User_44,Apotics,Haloperidol,Psychiatric,133,26,0.91843493120085,,,
User_44,Apotics,Risperidone,Psychiatric,436,29,0.9193751768042125,,,
User_44,Apotics,Omeprazole,Gastrointestinal,371,10,0.8254873333280457,,,
User_44,Apotics,Ranitidine,Gastrointestinal,388,8,0.9810173667560471,,,
User_44,Apotics,Pantoprazole,Gastrointestinal,287,12,0.8491761659772634,,,
User_44,Apotics,Esomeprazole,Gastrointestinal,405,28,0.732446504372007,,,
User_44,Apotics,Lansoprazole,Gastrointestinal,229,28,0.8791937134992135,,,
User_45,Apotics,Paracetamol,Painkiller,100,14,0.8420306978125064,,,
User_45,Apotics,Ibuprofen,Painkiller,97,25,0.8020013158179676,,,
User_45,Apotics,Aspirin,Painkiller,204,27,0.7264403292930074,,,
User_45,Apotics,Naproxen,Painkiller,353,13,0.9542642899164209,,,
User_45,Apotics,Ketoprofen,Painkiller,60,21,0.8291039597116601,,,
User_45,Apotics,Amoxicillin,Antibiotic,427,11,0.9119812386982653,,,
User_45,Apotics,Azithromycin,Antibiotic,342,15,0.8905970040124963,,,
User_45,Apotics,Ciprofloxacin,Antibiotic,142,12,0.7635237586157259,,,
User_45,Apotics,Doxycycline,Antibiotic,454,14,0.7966202605587189,,,
User_45,Apotics,Clindamycin,Antibiotic,316,12,0.9573804741991987,,,
User_45,Apotics,Oseltamivir,Antiviral,430,9,0.7918803661013843,,,
User_45,Apotics,Acyclovir,Antiviral,63,16,0.979049560858765,,,
User_45,Apotics,Remdesivir,Antiviral,413,29,0.7776712824379418,,,
User_45,Apotics,Favipiravir,Antiviral,218,16,0.9178254554451551,,,
User_45,Apotics,Zanamivir,Antiviral,194,9,0.7908325384815901,,,
User_45,Apotics,Metformin,Diabetes,420,7,0.8693249763339242,,,
User_45,Apotics,Insulin,Diabetes,53,16,0.7498765991049101,,,
User_45,Apotics,Glipizide,Diabetes,155,27,0.88515826813509,,,
User_45,Apotics,Sitagliptin,Diabetes,181,24,0.9182893413099066,,,
User_45,Apotics,Pioglitazone,Diabetes,179,18,0.9286636174942531,,,
User_45,Apotics,Atorvastatin,Cardiovascular,403,12,0.7576070107409033,,,
User_45,Apotics,Simvastatin,Cardiovascular,356,17,0.8870138697879721,,,
User_45,Apotics,Lisinopril,Cardiovascular,432,18,0.8469357603964722,,,
User_45,Apotics,Amlodipine,Cardiovascular,57,17,0.7409110982402697,,,
User_45,Apotics,Losartan,Cardiovascular,277,16,0.9439442965503955,,,
User_45,Apotics,Furosemide,Cardiovascular,161,14,0.932325848381891,,,
User_45,Apotics,Hydrochlorothiazide,Cardiovascular,411,18,0.8520057372562009,,,
User_45,Apotics,Spironolactone,Cardiovascular,289,28,0.9249861045407224,,,
User_45,Apotics,Warfarin,Cardiovascular,391,27,0.741053549975907,,,
User_45,Apotics,Clopidogrel,Cardiovascular,216,26,0.9767935418810716,,,
User_45,Apotics,Dexamethasone,Immunosuppressant,184,15,0.7983651982054776,,,
User_45,Apotics,Prednisone,Immunosuppressant,471,12,0.71101388304492,,,
User_45,Apotics,Hydrocortisone,Immunosuppressant,93,28,0.8008970182811,,,
User_45,Apotics,Methotrexate,Immunosuppressant,424,12,0.8658444627155046,,,
User_45,Apotics,Mycophenolate,Immunosuppressant,291,12,0.8455053962572123,,,
User_45,Apotics,Levothyroxine,Endocrine,315,14,0.8011800688162679,,,
User_45,Apotics,Propylthiouracil,Endocrine,119,27,0.7844051865561524,,,
User_45,Apotics,Methimazole,Endocrine,88,7,0.8287448475874966,,,
User_45,Apotics,Fluoxetine,Psychiatric,489,26,0.9512417558856323,,,
User_45,Apotics,Sertraline,Psychiatric,353,16,0.7584874814495891,,,
User_45,Apotics,Diazepam,Psychiatric,159,26,0.8133982115878459,,,
User_45,Apotics,Lorazepam,Psychiatric,283,17,0.9375806868891292,,,
User_45,Apotics,Alprazolam,Psychiatric,106,26,0.8274860557187291,,,
User_45,Apotics,Haloperidol,Psychiatric,392,13,0.8313699661428737,,,
User_45,Apotics,Risperidone,Psychiatric,262,8,0.7787225129467905,,,
User_45,Apotics,Omeprazole,Gastrointestinal,466,11,0.7119767597691253,,,
User_45,Apotics,Ranitidine,Gastrointestinal,340,25,0.8732839241911401,,,
User_45,Apotics,Pantoprazole,Gastrointestinal,295,24,0.7997280076523096,,,
User_45,Apotics,Esomeprazole,Gastrointestinal,137,14,0.7319870856809794,,,
User_45,Apotics,Lansoprazole,Gastrointestinal,221,27,0.7298484006618894,,,
User_46,Apotics,Paracetamol,Painkiller,485,23,0.9898822893244558,,,
User_46,Apotics,Ibuprofen,Painkiller,235,10,0.8549882775562826,,,
User_46,Apotics,Aspirin,Painkiller,62,14,0.8551628283080588,,,
User_46,Apotics,Naproxen,Painkiller,91,25,0.9055523539833341,,,
User_46,Apotics,Ketoprofen,Painkiller,399,25,0.7604391763160598,,,
User_46,Apotics,Amoxicillin,Antibiotic,300,28,0.7509277604178479,,,
User_46,Apotics,Azithromycin,Antibiotic,189,8,0.7168672884552917,,,
User_46,Apotics,Ciprofloxacin,Antibiotic,441,24,0.9738402401223585,,,
User_46,Apotics,Doxycycline,Antibiotic,54,28,0.7749232537688066,,,
User_46,Apotics,Clindamycin,Antibiotic,334,9,0.9556145247414078,,,
User_46,Apotics,Oseltamivir,Antiviral,428,18,0.9718700558305415,,,
User_46,Apotics,Acyclovir,Antiviral,157,24,0.8130958501860525,,,
User_46,Apotics,Remdesivir,Antiviral,307,11,0.8182270458323508,,,
User_46,Apotics,Favipiravir,Antiviral,137,18,0.7378345967126231,,,
User_46,Apotics,Zanamivir,Antiviral,473,15,0.8219249609722056,,,
User_46,Apotics,Metformin,Diabetes,446,11,0.7575866316987176,,,
User_46,Apotics,Insulin,Diabetes,357,19,0.7814651365532457,,,
User_46,Apotics,Glipizide,Diabetes,415,24,0.9534912560920303,,,
User_46,Apotics,Sitagliptin,Diabetes,297,13,0.9281200201862447,,,
User_46,Apotics,Pioglitazone,Diabetes,465,9,0.7902898958894865,,,
User_46,Apotics,Atorvastatin,Cardiovascular,289,10,0.9269353263966735,,,
User_46,Apotics,Simvastatin,Cardiovascular,114,10,0.7677368656451887,,,
User_46,Apotics,Lisinopril,Cardiovascular,75,11,0.9986532904047599,,,
User_46,Apotics,Amlodipine,Cardiovascular,390,22,0.7757591168909334,,,
User_46,Apotics,Losartan,Cardiovascular,268,13,0.7627292093768843,,,
User_46,Apotics,Furosemide,Cardiovascular,200,22,0.8025597306394453,,,
User_46,Apotics,Hydrochlorothiazide,Cardiovascular,304,10,0.9515826662601887,,,
User_46,Apotics,Spironolactone,Cardiovascular,208,27,0.7953714021319851,,,
User_46,Apotics,Warfarin,Cardiovascular,349,18,0.8146398726477964,,,
User_46,Apotics,Clopidogrel,Cardiovascular,305,22,0.7112190971226392,,,
User_46,Apotics,Dexamethasone,Immunosuppressant,58,18,0.8209093933848209,,,
User_46,Apotics,Prednisone,Immunosuppressant,293,28,0.886355896658225,,,
User_46,Apotics,Hydrocortisone,Immunosuppressant,148,11,0.9930896638379867,,,
User_46,Apotics,Methotrexate,Immunosuppressant,275,19,0.8335822074294114,,,
User_46,Apotics,Mycophenolate,Immunosuppressant,414,22,0.943918839164236,,,
User_46,Apotics,Levothyroxine,Endocrine,124,16,0.8285932837625595,,,
User_46,Apotics,Propylthiouracil,Endocrine,230,7,0.7645466864872166,,,
User_46,Apotics,Methimazole,Endocrine,154,14,0.9770994512648958,,,
User_46,Apotics,Fluoxetine,Psychiatric,356,16,0.7097353230372027,,,
User_46,Apotics,Sertraline,Psychiatric,192,12,0.7930921347375092,,,
User_46,Apotics,Diazepam,Psychiatric,270,25,0.7726771472754301,,,
User_46,Apotics,Lorazepam,Psychiatric,59,18,0.98636615272525,,,
User_46,Apotics,Alprazolam,Psychiatric,400,24,0.7140977503009353,,,
User_46,Apotics,Haloperidol,Psychiatric,341,29,0.8131605347372916,,,
User_46,Apotics,Risperidone,Psychiatric,469,11,0.8303592889913486,,,
User_46,Apotics,Omeprazole,Gastrointestinal,110,27,0.7541972623933909,,,
User_46,Apotics,Ranitidine,Gastrointestinal,468,29,0.7821966344629054,,,
User_46,Apotics,Pantoprazole,Gastrointestinal,309,15,0.7400033401949111,,,
User_46,Apotics,Esomeprazole,Gastrointestinal,483,21,0.7875080352164758,,,
User_46,Apotics,Lansoprazole,Gastrointestinal,385,18,0.7691159918157668,,,
User_47,Apotics,Paracetamol,Painkiller,403,16,0.8108062390268297,,,
User_47,Apotics,Ibuprofen,Painkiller,401,23,0.8199949054880705,,,
User_47,Apotics,Aspirin,Painkiller,396,9,0.8731648219026851,,,
User_47,Apotics,Naproxen,Painkiller,295,13,0.7049981413732648,,,
User_47,Apotics,Ketoprofen,Painkiller,495,12,0.9386980691984326,,,
User_47,Apotics,Amoxicillin,Antibiotic,181,23,0.784694150263216,,,
User_47,Apotics,Azithromycin,Antibiotic,373,13,0.7769239083096825,,,
User_47,Apotics,Ciprofloxacin,Antibiotic,98,14,0.8984028036834173,,,
User_47,Apotics,Doxycycline,Antibiotic,288,21,0.9937095522375002,,,
User_47,Apotics,Clindamycin,Antibiotic,100,17,0.8505836215395525,,,
User_47,Apotics,Oseltamivir,Antiviral,265,23,0.9151785627597269,,,
User_47,Apotics,Acyclovir,Antiviral,129,21,0.91520882591091,,,
User_47,Apotics,Remdesivir,Antiviral,76,10,0.9816630925426819,,,
User_47,Apotics,Favipiravir,Antiviral,463,10,0.9270782978024324,,,
User_47,Apotics,Zanamivir,Antiviral,418,28,0.9590923157251469,,,
User_47,Apotics,Metformin,Diabetes,291,29,0.8280574986385268,,,
User_47,Apotics,Insulin,Diabetes,125,29,0.7091247642423903,,,
User_47,Apotics,Glipizide,Diabetes,245,18,0.7611983810828162,,,
User_47,Apotics,Sitagliptin,Diabetes,392,28,0.8673066073556358,,,
User_47,Apotics,Pioglitazone,Diabetes,256,29,0.9915535903976453,,,
User_47,Apotics,Atorvastatin,Cardiovascular,214,27,0.7872630562694747,,,
User_47,Apotics,Simvastatin,Cardiovascular,86,19,0.8952499664684455,,,
User_47,Apotics,Lisinopril,Cardiovascular,94,24,0.7527016299867731,,,
User_47,Apotics,Amlodipine,Cardiovascular,469,10,0.9146143051535965,,,
User_47,Apotics,Losartan,Cardiovascular,68,19,0.7604218927640056,,,
User_47,Apotics,Furosemide,Cardiovascular,298,18,0.7225904300795409,,,
User_47,Apotics,Hydrochlorothiazide,Cardiovascular,83,8,0.8029080137770073,,,
User_47,Apotics,Spironolactone,Cardiovascular,315,16,0.7987691846024183,,,
User_47,Apotics,Warfarin,Cardiovascular,280,11,0.8350708860017851,,,
User_47,Apotics,Clopidogrel,Cardiovascular,59,12,0.8055654503041019,,,
User_47,Apotics,Dexamethasone,Immunosuppressant,177,25,0.8564652951732901,,,
User_47,Apotics,Prednisone,Immunosuppressant,242,23,0.7845475009886416,,,
User_47,Apotics,Hydrocortisone,Immunosuppressant,134,27,0.7237639450025112,,,
User_47,Apotics,Methotrexate,Immunosuppressant,194,11,0.7058344151104243,,,
User_47,Apotics,Mycophenolate,Immunosuppressant,111,26,0.8817690445538449,,,
User_47,Apotics,Levothyroxine,Endocrine,215,17,0.7081319957008699,,,
User_47,Apotics,Propylthiouracil,Endocrine,355,7,0.7335803734404367,,,
User_47,Apotics,Methimazole,Endocrine,146,17,0.8606627419293394,,,
User_47,Apotics,Fluoxetine,Psychiatric,427,18,0.8167625855870316,,,
User_47,Apotics,Sertraline,Psychiatric,311,7,0.9355569653268524,,,
User_47,Apotics,Diazepam,Psychiatric,268,27,0.9836114948844333,,,
User_47,Apotics,Lorazepam,Psychiatric,129,20,0.8526877121266142,,,
User_47,Apotics,Alprazolam,Psychiatric,453,12,0.7836082947785576,,,
User_47,Apotics,Haloperidol,Psychiatric,205,11,0.7428442913418601,,,
User_47,Apotics,Risperidone,Psychiatric,67,21,0.7847650802555917,,,
User_47,Apotics,Omeprazole,Gastrointestinal,142,25,0.8214905762128565,,,
User_47,Apotics,Ranitidine,Gastrointestinal,242,19,0.7164898920519466,,,
User_47,Apotics,Pantoprazole,Gastrointestinal,326,9,0.7247716474105831,,,
User_47,Apotics,Esomeprazole,Gastrointestinal,372,19,0.8531380394039324,,,
User_47,Apotics,Lansoprazole,Gastrointestinal,104,26,0.7949371392623248,,,
User_48,Hospital,Paracetamol,Painkiller,158,8,0.7909659351532752,,,
User_48,Hospital,Ibuprofen,Painkiller,488,22,0.9834122145017445,,,
User_48,Hospital,Aspirin,Painkiller,420,27,0.8712561808836284,,,
User_48,Hospital,Naproxen,Painkiller,136,15,0.701855146792269,,,
User_48,Hospital,Ketoprofen,Painkiller,371,25,0.9845108658366757,,,
User_48,Hospital,Amoxicillin,Antibiotic,440,28,0.7484343058098762,,,
User_48,Hospital,Azithromycin,Antibiotic,91,26,0.9364602789600118,,,
User_48,Hospital,Ciprofloxacin,Antibiotic,332,21,0.8602419088407092,,,
User_48,Hospital,Doxycycline,Antibiotic,111,10,0.9246095435317465,,,
User_48,Hospital,Clindamycin,Antibiotic,374,13,0.9601532063354057,,,
User_48,Hospital,Oseltamivir,Antiviral,295,13,0.8599970643578815,,,
User_48,Hospital,Acyclovir,Antiviral,85,14,0.7507485681527261,,,
User_48,Hospital,Remdesivir,Antiviral,458,11,0.7173223238401107,,,
User_48,Hospital,Favipiravir,Antiviral,245,15,0.7814992574090966,,,
User_48,Hospital,Zanamivir,Antiviral,201,20,0.7886266108941294,,,
User_48,Hospital,Metformin,Diabetes,475,25,0.8834024968743178,,,
User_48,Hospital,Insulin,Diabetes,66,17,0.7511387534744925,,,
User_48,Hospital,Glipizide,Diabetes,258,7,0.8040876851132757,,,
User_48,Hospital,Sitagliptin,Diabetes,301,15,0.9345339477786179,,,
User_48,Hospital,Pioglitazone,Diabetes,457,9,0.8729466709419598,,,
User_48,Hospital,Atorvastatin,Cardiovascular,260,19,0.9429936231050418,,,
User_48,Hospital,Simvastatin,Cardiovascular,370,27,0.7673148939399386,,,
User_48,Hospital,Lisinopril,Cardiovascular,178,16,0.7782547737886266,,,
User_48,Hospital,Amlodipine,Cardiovascular,364,13,0.8533281464417194,,,
User_48,Hospital,Losartan,Cardiovascular,195,22,0.9900905543854945,,,
User_48,Hospital,Furosemide,Cardiovascular,76,24,0.8963039378958573,,,
User_48,Hospital,Hydrochlorothiazide,Cardiovascular,482,24,0.9603938880192708,,,
User_48,Hospital,Spironolactone,Cardiovascular,359,8,0.8116130703436621,,,
User_48,Hospital,Warfarin,Cardiovascular,451,12,0.7787455023701773,,,
User_48,Hospital,Clopidogrel,Cardiovascular,442,15,0.7731985907057416,,,
User_48,Hospital,Dexamethasone,Immunosuppressant,304,25,0.9874414359413488,,,
User_48,Hospital,Prednisone,Immunosuppressant,438,20,0.8044155866431961,,,
User_48,Hospital,Hydrocortisone,Immunosuppressant,53,13,0.9899866662688322,,,
User_48,Hospital,Methotrexate,Immunosuppressant,458,18,0.7481900837855652,,,
User_48,Hospital,Mycophenolate,Immunosuppressant,255,28,0.7800316190871771,,,
User_48,Hospital,Levothyroxine,Endocrine,353,26,0.7690957674048633,,,
User_48,Hospital,Propylthiouracil,Endocrine,360,10,0.9465257250956172,,,
User_48,Hospital,Methimazole,Endocrine,266,7,0.924189267267957,,,
User_48,Hospital,Fluoxetine,Psychiatric,400,18,0.9845560982541746,,,
User_48,Hospital,Sertraline,Psychiatric,157,24,0.7020389645758335,,,
User_48,Hospital,Diazepam,Psychiatric,429,18,0.8542245762298556,,,
User_48,Hospital,Lorazepam,Psychiatric,499,16,0.8567490426671766,,,
User_48,Hospital,Alprazolam,Psychiatric,157,23,0.7724803829307288,,,
User_48,Hospital,Haloperidol,Psychiatric,367,15,0.9147954080625172,,,
User_48,Hospital,Risperidone,Psychiatric,301,29,0.8488128178049749,,,
User_48,Hospital,Omeprazole,Gastrointestinal,211,12,0.8476276031050294,,,
User_48,Hospital,Ranitidine,Gastrointestinal,94,25,0.7632909671859851,,,
User_48,Hospital,Pantoprazole,Gastrointestinal,93,21,0.7091061416599013,,,
User_48,Hospital,Esomeprazole,Gastrointestinal,227,11,0.8380987151928295,,,
User_48,Hospital,Lansoprazole,Gastrointestinal,52,28,0.9031434900015007,,,
User_49,Apotics,Paracetamol,Painkiller,100,9,0.7206783634403946,,,
User_49,Apotics,Ibuprofen,Painkiller,142,22,0.7660270198141816,,,
User_49,Apotics,Aspirin,Painkiller,318,8,0.7376930477236942,,,
User_49,Apotics,Naproxen,Painkiller,280,23,0.7813426760141764,,,
User_49,Apotics,Ketoprofen,Painkiller,260,11,0.9167234153390633,,,
User_49,Apotics,Amoxicillin,Antibiotic,442,19,0.8100036639108944,,,
User_49,Apotics,Azithromycin,Antibiotic,73,12,0.992936958830623,,,
User_49,Apotics,Ciprofloxacin,Antibiotic,492,9,0.9400412748256228,,,
User_49,Apotics,Doxycycline,Antibiotic,406,14,0.9149818896880093,,,
User_49,Apotics,Clindamycin,Antibiotic,340,18,0.8296693178513525,,,
User_49,Apotics,Oseltamivir,Antiviral,373,20,0.9534592256231526,,,
User_49,Apotics,Acyclovir,Antiviral,204,12,0.9061703030382049,,,
User_49,Apotics,Remdesivir,Antiviral,281,23,0.7182716629705548,,,
User_49,Apotics,Favipiravir,Antiviral,307,19,0.8227547762375466,,,
User_49,Apotics,Zanamivir,Antiviral,357,17,0.9598698610803011,,,
User_49,Apotics,Metformin,Diabetes,71,21,0.7411158408484466,,,
User_49,Apotics,Insulin,Diabetes,372,9,0.9448277058742784,,,
User_49,Apotics,Glipizide,Diabetes,445,11,0.9078760687674365,,,
User_49,Apotics,Sitagliptin,Diabetes,88,19,0.7675483072647795,,,
User_49,Apotics,Pioglitazone,Diabetes,230,19,0.8829045724827332,,,
User_49,Apotics,Atorvastatin,Cardiovascular,169,16,0.7469086424934624,,,
User_49,Apotics,Simvastatin,Cardiovascular,89,28,0.8704805848806305,,,
User_49,Apotics,Lisinopril,Cardiovascular,222,9,0.8423304742441522,,,
User_49,Apotics,Amlodipine,Cardiovascular,54,17,0.9166648296020938,,,
User_49,Apotics,Losartan,Cardiovascular,166,16,0.8895167254979752,,,
User_49,Apotics,Furosemide,Cardiovascular,211,9,0.7153496519336427,,,
User_49,Apotics,Hydrochlorothiazide,Cardiovascular,124,19,0.8476005188296248,,,
User_49,Apotics,Spironolactone,Cardiovascular,115,12,0.7545290793283582,,,
User_49,Apotics,Warfarin,Cardiovascular,465,26,0.796842938034355,,,
User_49,Apotics,Clopidogrel,Cardiovascular,483,22,0.8391956252321142,,,
User_49,Apotics,Dexamethasone,Immunosuppressant,248,13,0.9783237199226222,,,
User_49,Apotics,Prednisone,Immunosuppressant,444,12,0.9122861757221605,,,
User_49,Apotics,Hydrocortisone,Immunosuppressant,140,20,0.9327631763409079,,,
User_49,Apotics,Methotrexate,Immunosuppressant,179,28,0.8885220872922969,,,
User_49,Apotics,Mycophenolate,Immunosuppressant,384,23,0.9502974387248195,,,
User_49,Apotics,Levothyroxine,Endocrine,214,23,0.8939222125684267,,,
User_49,Apotics,Propylthiouracil,Endocrine,327,24,0.8586121959652158,,,
User_49,Apotics,Methimazole,Endocrine,323,12,0.7255805024835031,,,
User_49,Apotics,Fluoxetine,Psychiatric,342,25,0.7877965293002223,,,
User_49,Apotics,Sertraline,Psychiatric,187,21,0.7400249006569621,,,
User_49,Apotics,Diazepam,Psychiatric,225,18,0.9385034610785411,,,
User_49,Apotics,Lorazepam,Psychiatric,274,22,0.7312939262055647,,,
User_49,Apotics,Alprazolam,Psychiatric,212,8,0.9631382685695505,,,
User_49,Apotics,Haloperidol,Psychiatric,399,19,0.8401782988022508,,,
User_49,Apotics,Risperidone,Psychiatric,364,11,0.8948668020270885,,,
User_49,Apotics,Omeprazole,Gastrointestinal,230,13,0.9484557607970359,,,
User_49,Apotics,Ranitidine,Gastrointestinal,329,19,0.7147926961329474,,,
User_49,Apotics,Pantoprazole,Gastrointestinal,177,13,0.7406984401481133,,,
User_49,Apotics,Esomeprazole,Gastrointestinal,102,12,0.8160089349962386,,,
User_49,Apotics,Lansoprazole,Gastrointestinal,275,27,0.9504921357048887,,,
User_50,Apotics,Paracetamol,Painkiller,203,22,0.7337509391579895,,,
User_50,Apotics,Ibuprofen,Painkiller,442,28,0.8917323540984119,,,
User_50,Apotics,Aspirin,Painkiller,228,13,0.9993016789793978,,,
User_50,Apotics,Naproxen,Painkiller,52,26,0.8962661386087039,,,
User_50,Apotics,Ketoprofen,Painkiller,407,17,0.9175979172207634,,,
User_50,Apotics,Amoxicillin,Antibiotic,70,13,0.9923317931915425,,,
User_50,Apotics,Azithromycin,Antibiotic,95,8,0.7195830272699392,,,
User_50,Apotics,Ciprofloxacin,Antibiotic,160,24,0.9637973390087682,,,
User_50,Apotics,Doxycycline,Antibiotic,496,9,0.8617573238540899,,,
User_50,Apotics,Clindamycin,Antibiotic,461,13,0.9303629090901134,,,
User_50,Apotics,Oseltamivir,Antiviral,92,12,0.8765097067652969,,,
User_50,Apotics,Acyclovir,Antiviral,240,25,0.7291054654711268,,,
User_50,Apotics,Remdesivir,Antiviral,175,18,0.8778088199928633,,,
User_50,Apotics,Favipiravir,Antiviral,118,15,0.8280684183469907,,,
User_50,Apotics,Zanamivir,Antiviral,237,12,0.9785666598682408,,,
User_50,Apotics,Metformin,Diabetes,59,24,0.7934958749963946,,,
User_50,Apotics,Insulin,Diabetes,134,23,0.8014692901951854,,,
User_50,Apotics,Glipizide,Diabetes,226,9,0.8433602064739407,,,
User_50,Apotics,Sitagliptin,Diabetes,267,27,0.8986696474988779,,,
User_50,Apotics,Pioglitazone,Diabetes,279,18,0.717128301372383,,,
User_50,Apotics,Atorvastatin,Cardiovascular,310,21,0.8966529915538337,,,
User_50,Apotics,Simvastatin,Cardiovascular,306,22,0.8793047006570377,,,
User_50,Apotics,Lisinopril,Cardiovascular,485,21,0.9672496444868901,,,
User_50,Apotics,Amlodipine,Cardiovascular,425,22,0.8377911064639221,,,
User_50,Apotics,Losartan,Cardiovascular,198,8,0.9012295076329107,,,
User_50,Apotics,Furosemide,Cardiovascular,215,12,0.9516518010295811,,,
User_50,Apotics,Hydrochlorothiazide,Cardiovascular,444,14,0.7729539940792678,,,
User_50,Apotics,Spironolactone,Cardiovascular,166,13,0.7577479451907481,,,
User_50,Apotics,Warfarin,Cardiovascular,70,14,0.9733361504175873,,,
User_50,Apotics,Clopidogrel,Cardiovascular,496,27,0.9280104705409522,,,
User_50,Apotics,Dexamethasone,Immunosuppressant,325,14,0.9531186378130772,,,
User_50,Apotics,Prednisone,Immunosuppressant,80,24,0.8027185369887578,,,
User_50,Apotics,Hydrocortisone,Immunosuppressant,314,21,0.9051364602669624,,,
User_50,Apotics,Methotrexate,Immunosuppressant,443,28,0.7559770290619502,,,
User_50,Apotics,Mycophenolate,Immunosuppressant,133,19,0.7552745954718022,,,
User_50,Apotics,Levothyroxine,Endocrine,391,13,0.8763395348115054,,,
User_50,Apotics,Propylthiouracil,Endocrine,281,22,0.8576335379086538,,,
User_50,Apotics,Methimazole,Endocrine,481,12,0.7608559716183595,,,
User_50,Apotics,Fluoxetine,Psychiatric,422,7,0.8624087915188395,,,
User_50,Apotics,Sertraline,Psychiatric,298,19,0.7079825098233052,,,
User_50,Apotics,Diazepam,Psychiatric,484,23,0.8876949738824359,,,
User_50,Apotics,Lorazepam,Psychiatric,269,14,0.922505238697547,,,
User_50,Apotics,Alprazolam,Psychiatric,438,16,0.7617645964534963,,,
User_50,Apotics,Haloperidol,Psychiatric,213,15,0.7378330425035875,,,
User_50,Apotics,Risperidone,Psychiatric,351,8,0.9028587239069618,,,
User_50,Apotics,Omeprazole,Gastrointestinal,422,7,0.7232234655954252,,,
User_50,Apotics,Ranitidine,Gastrointestinal,475,26,0.8029902907587223,,,
User_50,Apotics,Pantoprazole,Gastrointestinal,174,9,0.8806768907131771,,,
User_50,Apotics,Esomeprazole,Gastrointestinal,363,12,0.9330681244614618,,,
User_50,Apotics,Lansoprazole,Gastrointestinal,363,24,0.950337475856829,,,
User_51,Hospital,Paracetamol,Painkiller,253,28,0.9242561910239514,,,
User_51,Hospital,Ibuprofen,Painkiller,152,22,0.789981546939419,,,
User_51,Hospital,Aspirin,Painkiller,498,23,0.8295968114390322,,,
User_51,Hospital,Naproxen,Painkiller,166,26,0.9861810257579227,,,
User_51,Hospital,Ketoprofen,Painkiller,154,21,0.9366781071846638,,,
User_51,Hospital,Amoxicillin,Antibiotic,360,17,0.7653186699048801,,,
User_51,Hospital,Azithromycin,Antibiotic,497,18,0.714423690545935,,,
User_51,Hospital,Ciprofloxacin,Antibiotic,382,7,0.704394138181746,,,
User_51,Hospital,Doxycycline,Antibiotic,84,10,0.9735355337145315,,,
User_51,Hospital,Clindamycin,Antibiotic,65,23,0.7760138196488003,,,
User_51,Hospital,Oseltamivir,Antiviral,256,22,0.8721787408368946,,,
User_51,Hospital,Acyclovir,Antiviral,316,7,0.9264482375086993,,,
User_51,Hospital,Remdesivir,Antiviral,164,10,0.834391496914657,,,
User_51,Hospital,Favipiravir,Antiviral,446,16,0.700697021839579,,,
User_51,Hospital,Zanamivir,Antiviral,152,15,0.8063644626485822,,,
User_51,Hospital,Metformin,Diabetes,264,13,0.7756968232791235,,,
User_51,Hospital,Insulin,Diabetes,308,18,0.779705669459879,,,
User_51,Hospital,Glipizide,Diabetes,75,7,0.7310425190939753,,,
User_51,Hospital,Sitagliptin,Diabetes,128,8,0.972095655531473,,,
User_51,Hospital,Pioglitazone,Diabetes,465,10,0.8637005994905904,,,
User_51,Hospital,Atorvastatin,Cardiovascular,166,10,0.7570683792460412,,,
User_51,Hospital,Simvastatin,Cardiovascular,382,7,0.8407179233170357,,,
User_51,Hospital,Lisinopril,Cardiovascular,84,22,0.9454923453025909,,,
User_51,Hospital,Amlodipine,Cardiovascular,85,29,0.7313981321039443,,,
User_51,Hospital,Losartan,Cardiovascular,363,25,0.9386735128772759,,,
User_51,Hospital,Furosemide,Cardiovascular,177,25,0.7390961299517007,,,
